image_name,box_id,hbox,fbox,vbox,gender,age
khaliji_000109,9,"[1072, 1678, 256, 308]",,,M,
khaliji_000109,10,"[1785, 1678, 243, 304]",,,M,
khaliji_000109,5,"[2131, 382, 75, 97]",,,F,
khaliji_000109,1,"[2102, 186, 94, 111]",,,F,
khaliji_000109,3,"[3435, 232, 72, 83]",,,F,
khaliji_000109,2,"[3841, 207, 74, 89]",,,F,
khaliji_000109,13,"[545, 1905, 103, 128]",,,M,
khaliji_000109,7,"[2299, 1021, 92, 117]",,,M,
khaliji_000109,8,"[2140, 1281, 88, 109]",,,M,
khaliji_000109,0,"[2872, 22, 75, 88]",,,M,
khaliji_000109,4,"[4041, 234, 69, 82]",,,F,
khaliji_000109,6,"[2303, 408, 71, 98]",,,M,
khaliji_000062,3,"[10, 62, 12, 16]",,,M,
khaliji_000062,4,"[58, 65, 12, 13]",,,M,
khaliji_000062,0,"[124, 53, 12, 15]",,,M,
khaliji_000062,1,"[184, 57, 18, 19]",,,M,
khaliji_000000,2,"[416, 181, 26, 24]",,,F,
khaliji_000000,1,"[161, 172, 21, 26]",,,F,
khaliji_000000,0,"[186, 169, 21, 23]",,,M,
khaliji_000055,14,"[333, 129, 44, 53]",,,F,
khaliji_000055,13,"[429, 132, 37, 40]",,,F,
khaliji_000055,16,"[4, 167, 25, 32]",,,F,
khaliji_000055,15,"[36, 153, 28, 36]",,,M,
khaliji_000055,1,"[162, 56, 17, 19]",,,F,
khaliji_000055,7,"[239, 67, 15, 18]",,,F,
khaliji_000055,5,"[571, 40, 46, 57]",,,F,
khaliji_000055,9,"[748, 64, 26, 34]",,,F,
khaliji_000055,17,"[751, 181, 27, 34]",,,F,
khaliji_000055,11,"[789, 71, 24, 27]",,,M,
khaliji_000055,3,"[659, 55, 17, 19]",,,M,
khaliji_000055,4,"[478, 62, 15, 16]",,,M,
khaliji_000055,6,"[619, 57, 18, 21]",,,M,
khaliji_000027,7,"[0, 82, 36, 61]",,,M,
khaliji_000027,8,"[112, 82, 46, 60]",,,M,
khaliji_000027,6,"[171, 80, 39, 48]",,,M,
khaliji_000027,15,"[200, 112, 44, 53]",,,M,
khaliji_000027,11,"[258, 106, 39, 50]",,,M,
khaliji_000027,5,"[364, 77, 38, 50]",,,M,
khaliji_000027,4,"[559, 74, 36, 46]",,,M,
khaliji_000027,10,"[666, 91, 45, 49]",,,M,
khaliji_000027,17,"[617, 110, 46, 58]",,,M,
khaliji_000027,12,"[739, 103, 50, 58]",,,M,
khaliji_000027,14,"[814, 107, 40, 59]",,,M,
khaliji_000027,16,"[331, 114, 36, 51]",,,F,
khaliji_000027,13,"[431, 110, 39, 49]",,,F,
khaliji_000027,9,"[530, 86, 39, 56]",,,F,
khaliji_000109,16,"[3569, 1939, 78, 99]",,,,
khaliji_000020,1,"[114, 27, 34, 46]",,,M,
khaliji_000020,13,"[323, 68, 41, 51]",,,M,
khaliji_000018,26,"[525, 211, 36, 41]",,,F,
khaliji_000018,19,"[126, 210, 23, 25]",,,F,
khaliji_000046,2,"[357, 64, 126, 142]",,,M,
khaliji_000004,20,"[194, 182, 56, 65]",,,F,
khaliji_000004,0,"[63, 140, 59, 73]",,,M,
khaliji_000004,10,"[735, 171, 33, 38]",,,M,
khaliji_000092,5,"[68, 124, 32, 34]",,,F,
khaliji_000092,6,"[368, 125, 35, 39]",,,F,
khaliji_000059,100,"[437, 542, 17, 20]",,,F,
khaliji_000059,109,"[472, 585, 19, 22]",,,M,
khaliji_000043,0,"[260, 13, 54, 64]",,,F,
khaliji_000043,7,"[192, 82, 26, 33]",,,F,
khaliji_000133,0,"[730, 16, 183, 222]",,,M,
khaliji_000093,1,"[112, 42, 19, 24]",,,M,
khaliji_000059,107,"[1264, 558, 20, 23]",,,F,
khaliji_000059,86,"[1095, 489, 18, 20]",,,F,
khaliji_000059,67,"[1114, 427, 12, 13]",,,F,
khaliji_000136,1,"[1146, 477, 101, 127]",,,F,
khaliji_000006,5,"[864, 84, 75, 95]",,,M,
khaliji_000006,7,"[568, 112, 93, 105]",,,F,
khaliji_000095,7,"[582, 254, 46, 51]",,,M,
khaliji_000083,6,"[34, 46, 13, 17]",,,F,
khaliji_000083,2,"[66, 39, 13, 18]",,,F,
khaliji_000098,58,"[30, 446, 62, 86]",,,M,
khaliji_000098,43,"[82, 364, 45, 54]",,,M,
khaliji_000050,4,"[133, 73, 30, 32]",,,M,
khaliji_000050,14,"[20, 215, 19, 19]",,,F,
khaliji_000012,13,"[28, 106, 25, 28]",,,M,
khaliji_000061,9,"[211, 31, 11, 13]",,,F,
khaliji_000057,0,"[213, -4, 130, 147]",,,M,
khaliji_000114,1,"[1108, 498, 31, 35]",,,F,
khaliji_000114,7,"[1057, 522, 30, 34]",,,M,
khaliji_000072,46,"[197, 609, 40, 43]",,,F,
khaliji_000072,54,"[1177, 635, 30, 35]",,,M,
khaliji_000099,8,"[119, 144, 26, 28]",,,M,
khaliji_000099,5,"[333, 135, 32, 28]",,,M,
khaliji_000090,6,"[129, 251, 86, 110]",,,F,
khaliji_000031,0,"[0, 2, 94, 109]",,,F,
khaliji_000073,170,"[1066, 720, 25, 29]",,,M,
khaliji_000073,136,"[873, 635, 14, 15]",,,F,
khaliji_000073,133,"[682, 628, 13, 14]",,,M,
khaliji_000073,156,"[214, 682, 14, 16]",,,M,
khaliji_000073,47,"[826, 487, 8, 9]",,,M,
khaliji_000109,11,"[2650, 1865, 101, 125]",,,F,
khaliji_000109,15,"[2286, 1923, 98, 141]",,,F,
khaliji_000109,18,"[668, 1966, 101, 105]",,,F,
khaliji_000109,19,"[3657, 1992, 105, 117]",,,F,
khaliji_000109,14,"[3598, 1900, 113, 136]",,,M,
khaliji_000109,17,"[88, 1984, 61, 69]",,,F,
khaliji_000122,38,"[1309, 226, 36, 41]",,,F,
khaliji_000022,2,"[195, 189, 14, 14]",,,F,
khaliji_000035,7,"[92, 275, 19, 18]",,,F,
khaliji_000035,8,"[142, 278, 8, 11]",,,F,
khaliji_000062,2,"[37, 62, 10, 11]",,,M,
khaliji_000105,59,"[425, 541, 31, 35]",,,M,
khaliji_000105,54,"[656, 497, 21, 26]",,,F,
khaliji_000105,31,"[588, 432, 19, 23]",,,M,
khaliji_000010,8,"[444, 120, 30, 38]",,,M,
khaliji_000010,18,"[539, 149, 31, 40]",,,F,
khaliji_000128,48,"[152, 395, 12, 13]",,,F,
khaliji_000128,61,"[742, 453, 12, 13]",,,F,
khaliji_000128,22,"[281, 306, 9, 10]",,,M,
khaliji_000036,4,"[3877, 955, 414, 559]",,,M,
khaliji_000132,6,"[557, 374, 21, 22]",,,M,
khaliji_000132,21,"[495, 384, 7, 8]",,,F,
khaliji_000108,14,"[1418, 223, 14, 15]",,,F,
khaliji_000070,0,"[142, 35, 14, 16]",,,F,
khaliji_000100,3,"[324, 217, 27, 34]",,,F,
khaliji_000100,5,"[33, 241, 9, 11]",,,M,
khaliji_000120,1,"[1053, 455, 24, 26]",,,M,
khaliji_000101,6,"[65, 123, 86, 94]",,,F,
khaliji_000101,5,"[187, 106, 100, 123]",,,F,
khaliji_000034,0,"[219, 31, 35, 38]",,,F,
khaliji_000017,7,"[188, 75, 25, 26]",,,F,
khaliji_000030,3,"[157, 52, 36, 47]",,,M,
khaliji_000086,5,"[478, 310, 36, 38]",,,M,
khaliji_000089,12,"[587, 81, 78, 95]",,,F,
khaliji_000063,2,"[122, 26, 10, 12]",,,M,
khaliji_000021,12,"[355, 179, 29, 34]",,,M,
khaliji_000016,78,"[47, 253, 9, 10]",,,M,
khaliji_000016,65,"[361, 218, 6, 7]",,,F,
khaliji_000016,94,"[363, 287, 8, 9]",,,F,
khaliji_000087,4,"[1155, 416, 20, 22]",,,M,
khaliji_000033,39,"[334, 204, 14, 17]",,,F,
khaliji_000049,23,"[1290, 316, 57, 71]",,,M,
khaliji_000064,3,"[244, 19, 11, 13]",,,M,
khaliji_000081,6,"[273, 22, 6, 8]",,,,
khaliji_000045,31,"[24, 130, 24, 28]",,,F,
khaliji_000045,15,"[423, 93, 20, 25]",,,M,
khaliji_000096,22,"[788, 397, 30, 33]",,,M,
khaliji_000125,14,"[293, 153, 26, 35]",,,F,
khaliji_000015,2,"[309, 142, 68, 82]",,,M,
khaliji_000080,3,"[119, 48, 9, 10]",,,M,
khaliji_000013,6,"[418, 108, 122, 105]",,,M,
khaliji_000106,83,"[353, 308, 13, 17]",,,M,
khaliji_000106,44,"[557, 210, 9, 11]",,,M,
khaliji_000106,40,"[404, 209, 7, 7]",,,F,
khaliji_000047,7,"[116, 119, 28, 36]",,,M,
khaliji_000112,3,"[239, 208, 5, 5]",,,M,
khaliji_000126,14,"[405, 130, 18, 21]",,,M,
khaliji_000131,13,"[256, 55, 24, 30]",,,M,
khaliji_000129,9,"[1506, 348, 93, 102]",,,F,
khaliji_000116,0,"[1120, 148, 92, 126]",,,M,
khaliji_000023,26,"[644, 186, 12, 13]",,,M,
khaliji_000124,56,"[193, 478, 31, 39]",,,M,
khaliji_000124,21,"[354, 151, 21, 25]",,,M,
khaliji_000094,28,"[405, 127, 34, 35]",,,F,
khaliji_000074,44,"[392, 631, 31, 36]",,,F,
khaliji_000009,9,"[959, 192, 126, 137]",,,F,
khaliji_000107,28,"[1246, 537, 30, 34]",,,F,
